Title,Game,player1,player2
Saturday Trials 5 VF5 Grand Final - Dandy J (Kage) vs Sente (Aoi),Virtua Fighter 5,Dandy J,Sente
Saturday Trials 5 VF5 Losers Final - Dandy J (Kage) vs Oioron (Kage),Virtua Fighter 5,Dandy J,Oioron
Saturday Trials 5 VF5 Losers Quarters - Mangocopter (Wolf) vs Mx. Up! (Jean),Virtua Fighter 5,Mangocopter,Mx. Up
"Saturday Trials 5 VF5 Losers Quarters - Wobbles (Akira) vs Dandy J (Kage, T-Arashi)",Virtua Fighter 5,Wobbles,Dandy J
"Saturday Trials 5 VF5 Losers R4 - Miller2B (Lion) vs Dandy J (Kage, T-Arashi)",Virtua Fighter 5,Miller2B,Dandy J
"Saturday Trials 5 VF5 Losers Semis - Mangocopter (Wolf) vs Dandy J (Kage, T-Arashi)",Virtua Fighter 5,Mangocopter,Dandy J
Saturday Trials 5 VF5 Winners Final - Sente (Aoi) vs Oioron (Kage),Virtua Fighter 5,Sente,Oioron
Saturday Trials 5 VF5 Winners Semis - Sente (Aoi) vs Mx. Up! (Jean),Virtua Fighter 5,Sente,Mx. Up
Saturday Trials 5 VF5 Winners Semis - Wobbles (Akira) vs Oioron (Kage),Virtua Fighter 5,Wobbles,Oioron
TT 15 18   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 48 1   Dave topshadow,Ultimate,Dave,topshadow
TT 48 10   Kenny ThereGoesMySanity,Guilty Gear: Strive,Noel,ThereGoesMySanity
TT 48 11   Kenny Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 48 12   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 48 13   Sente Yemma,Guilty Gear: Strive,Sente,Yemma
TT 48 14   Sente Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 48 15   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 48 16   Kibotsu Kenny,Guilty Gear: Strive,Kibotsu,Noel
TT 48 2   Weegee Snuggie,Ultimate,Weegee,Snuggie
TT 48 3   Kobomb 3DS,Ultimate,Kobomb,3DS
TT 48 4   DaveBot SkyHigh,Ultimate,DaveBot,SkyHigh
TT 48 5   Wizard Guy Ikemefuna,Ultimate,Wizard Guy,Ikemefuna
TT 48 6   TaishouNara Meatcrab,Guilty Gear: Strive,TaishouNara,Meatcrab
TT 48 7   Kenny R Squared,Guilty Gear: Strive,Noel,R Squared
TT 48 8   Mangocopter Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 48 9   Kibotsu Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 49 01   Isaiah Bunsy,Ultimate,Isaiah,Bunsy
TT 49 02   TheMitt86 ShepDog,Ultimate,TheMitt86,ShepDog
TT 49 03   froggie  fourside,Ultimate,froggie,fourside
TT 49 04   Voltz Schmlorp,Ultimate,Voltz,Schmlorp
TT 49 05   BFP Nitrox,Ultimate,BFP,Nitrox
TT 49 06   Carls493 Wizard Guy,Ultimate,Carls493,Wizard Guy
TT 49 07   Okamu Mangocopter,Guilty Gear: Strive,Okamu,Mangocopter
TT 49 08   Kenny Yemma,Guilty Gear: Strive,Noel,Yemma
TT 49 09   Kenny Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 49 10   ThereGoesMySanity Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 49 11   Sente Mag3r,Guilty Gear: Strive,Sente,Mag3r
TT 49 12   Okamu Yemma,Guilty Gear: Strive,Okamu,Yemma
TT 49 13   Kenny Sente,Guilty Gear: Strive,Noel,Sente
TT 49 14   Kibotsu Okamu,Guilty Gear: Strive,Kibotsu,Okamu
TT 49 15   Mangocopter ThereGoesMySanity,Guilty Gear: Strive,Mangocopter,ThereGoesMySanity
TT 49 16   Kenny Okamu,Guilty Gear: Strive,Noel,Okamu
TT 49 17   Kenny Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 49 18   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 50 01   dominions 5 KKonaKar1Marx,Guilty Gear: Strive,dominions 5,Marie
TT 50 02   ThereGoesMySanity Noel,Guilty Gear: Strive,ThereGoesMySanity,Noel
TT 50 03   Bebeo Amibo Noel,Guilty Gear: Strive,Bebeo Amibo,Noel
TT 50 04   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 50 05   dominions 5 Yemma,Guilty Gear: Strive,dominions 5,Yemma
TT 50 06   ThereGoesMySanity Mag3r,Guilty Gear: Strive,ThereGoesMySanity,Mag3r
TT 50 07   dominions 5 Noel,Guilty Gear: Strive,dominions 5,Noel
TT 50 08   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 50 09   Bebeo Amibo Kibotsu,Guilty Gear: Strive,Bebeo Amibo,Kibotsu
TT 50 10   ThereGoesMySanity Noel,Guilty Gear: Strive,ThereGoesMySanity,Noel
TT 50 11   Kibotsu Noel,Guilty Gear: Strive,Kibotsu,Noel
TT 50 12   Bebeo Amibo Noel,Guilty Gear: Strive,Bebeo Amibo,Noel
TT 51 01   CallMeOddity Isaiah,Ultimate,CallMeOddity,Isaiah
TT 51 02   SpiritGun The Jiggler,Ultimate,SpiritGun,The Jiggler
TT 51 03   Weegee froggie,Ultimate,Weegee,froggie
TT 51 04   3DS The Notorious B I R B,Ultimate,3DS,The Notorious B I R B
TT 51 05   Rob Gucci Dandoo,Ultimate,Rob Gucci,Dandoo
TT 51 06   Ikemefuna Carls493,Ultimate,Ikemefuna,Carls493
TT 51 07   Wizard Guy SoftAsSilque,Ultimate,Wizard Guy,SoftAsSilque
TT 51 08   Yemma Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 51 09   Kibotsu ThereGoesMySanity,Guilty Gear: Strive,Kibotsu,ThereGoesMySanity
TT 51 10   KKonaKar1Marx BoatCamel,Guilty Gear: Strive,Marie,BoatCamel
TT 51 11   Noel jiji,Guilty Gear: Strive,Noel,jiji
TT 51 12   BoatCamel Yemma,Guilty Gear: Strive,BoatCamel,Yemma
TT 51 13   ThereGoesMySanity Noel,Guilty Gear: Strive,ThereGoesMySanity,Noel
TT 51 14   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 51 15   ThereGoesMySanity Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 51 16   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 51 17   ThereGoesMySanity Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 53 01   Brando The Jiggler,Ultimate,Brando,The Jiggler
TT 53 02   Ikanide Mr Wrong,Ultimate,Ikanide,Mr Wrong
TT 53 03   Wizard Guy CDID,Ultimate,Wizard Guy,CDID
TT 53 04   Voltz fourside,Ultimate,Voltz,fourside
TT 53 05   Rob Gucci 3DS,Ultimate,Rob Gucci,3DS
TT 53 06   Synyster Archaic,Ultimate,Synyster,Archaic
TT 53 07   Asylum Mag3r,Guilty Gear: Strive,Asylum,Mag3r
TT 53 08   JellyOmelet Meatcrab,Guilty Gear: Strive,JellyOmelet,Meatcrab
TT 53 09   ThereGoesMySanity Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 53 10   Noel Mag3r,Guilty Gear: Strive,Noel,Mag3r
TT 53 11   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 53 12   Sente Noel,Guilty Gear: Strive,Sente,Noel
TT 53 13   LowTierBuddha Yemma,Guilty Gear: Strive,TaishouNara,Yemma
TT 53 14   Kibotsu Mag3r,Guilty Gear: Strive,Kibotsu,Mag3r
TT 53 15   Sente Yemma,Guilty Gear: Strive,Sente,Yemma
TT 53 16   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 53 17   ThereGoesMySanity Noel,Guilty Gear: Strive,ThereGoesMySanity,Noel
TT 53 18   Kibotsu Sente,Guilty Gear: Strive,Kibotsu,Sente
TT 53 19   Kibotsu Noel,Guilty Gear: Strive,Kibotsu,Noel
TT 53 20   Kibotsu ThereGoesMySanity,Guilty Gear: Strive,Kibotsu,ThereGoesMySanity
TT 54 01   Archaic DaveBot,Ultimate,Archaic,DaveBot
TT 54 02   Joy Boy QuikyCrisp,Ultimate,Joy Boy,QuikyCrisp
TT 54 03   Schmlorp Bunsy,Ultimate,Schmlorp,Bunsy
TT 54 04   Lehaunts iHOLES,Ultimate,Lehaunts,iHOLES
TT 54 05   Nitrox kobomb,Ultimate,Nitrox,kobomb
TT 54 06   Synyster6x6 VictoryStar,Ultimate,Synyster6x6,VictoryStar
TT 54 07   Noel Yemma,Guilty Gear: Strive,Noel,Yemma
TT 54 08   Supostus ThereGoesMySanity,Guilty Gear: Strive,Supostus,ThereGoesMySanity
TT 54 09   Kibotsu Noel,Guilty Gear: Strive,Kibotsu,Noel
TT 54 10   Sente ThereGoesMySanity,Guilty Gear: Strive,Sente,ThereGoesMySanity
TT 54 11   Supostus Mangocopter,Guilty Gear: Strive,Supostus,Mangocopter
TT 54 12   LowTierBuddha Yemma,Guilty Gear: Strive,TaishouNara,Yemma
TT 54 13   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 54 14   Sente Yemma,Guilty Gear: Strive,Sente,Yemma
TT 54 15   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 54 16   Yemma Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 54 17   Noel Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 54 18   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 55 01   CaesarsFate iHOLES,Ultimate,CaesarsFate,iHOLES
TT 55 02   Whoyo Sykom,Ultimate,Whoyo,Sykom
TT 55 03   PsyLion rgb,Ultimate,PsyLion,rgb
TT 55 04   Kor Nitrox,Ultimate,Kor,Nitrox
TT 55 05   El Scorcho Schmlorp,Ultimate,El Scorcho,Schmlorp
TT 55 06   jjkilla234 TaishouNara,Guilty Gear: Strive,jjkilla234,TaishouNara
TT 55 07   Sente Kibotsu,Guilty Gear: Strive,Sente,Kibotsu
TT 55 08   Yemma Noel,Guilty Gear: Strive,Yemma,Noel
TT 55 09   Sente Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 55 10   ThereGoesMySanity Noel,Guilty Gear: Strive,ThereGoesMySanity,Noel
TT 55 11   Supostus Kibotsu,Guilty Gear: Strive,Supostus,Kibotsu
TT 55 12   TaishouNara Yemma,Guilty Gear: Strive,TaishouNara,Yemma
TT 55 13   Kibotsu Noel,Guilty Gear: Strive,Kibotsu,Noel
TT 55 14   Sente Yemma,Guilty Gear: Strive,Sente,Yemma
TT 55 15   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 55 16   Sente Kibotsu,Guilty Gear: Strive,Sente,Kibotsu
TT 55 17   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 56 01   TheMitt86 iHOLES,Ultimate,TheMitt86,iHOLES
TT 56 02   topshadow Everything Must Go,Ultimate,topshadow,Everything Must Go
TT 56 03   Schmlorp SkyHigh,Ultimate,Schmlorp,SkyHigh
TT 56 04   Bunsy 3DS,Ultimate,Bunsy,3DS
TT 56 05   Ikemefuna DaveBot,Ultimate,Ikemefuna,DaveBot
TT 56 06   Karinole buh,Ultimate,Karinole,mooni
TT 56 07   Lehaunts fourside,Ultimate,Lehaunts,fourside
TT 56 08   R Squared Mag3r,Guilty Gear: Strive,R Squared,Mag3r
TT 56 09   jiji Mangocopter,Guilty Gear: Strive,jiji,Mangocopter
TT 56 10   ThereGoesMySanity Mag3r,Guilty Gear: Strive,ThereGoesMySanity,Mag3r
TT 56 11   TaishouNara Kibotsu,Guilty Gear: Strive,TaishouNara,Kibotsu
TT 56 12   Yemma ThereGoesMySanity,Guilty Gear: Strive,Yemma,ThereGoesMySanity
TT 56 13   Noel Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 56 14   TaishouNara Sente,Guilty Gear: Strive,TaishouNara,Sente
TT 56 15   jiji Supostus,Guilty Gear: Strive,jiji,Supostus
TT 56 16   Noel Sente,Guilty Gear: Strive,Noel,Sente
TT 56 17   Yemma Supostus,Guilty Gear: Strive,Yemma,Supostus
TT 56 18   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 56 19   Noel Yemma,Guilty Gear: Strive,Noel,Yemma
TT 56 20   Noel ThereGoesMySanity,Guilty Gear: Strive,Noel,ThereGoesMySanity
TT 56 21   ThereGoesMySanity Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 57 01   VictoryStar Zyxx,Ultimate,VictoryStar,Zyxx
TT 57 02   Weegee TheMikeDrop,Ultimate,Weegee,TheMikeDrop
TT 57 03   SkyHigh Kobomb,Ultimate,SkyHigh,Kobomb
TT 57 04   Lehaunts Rob Gucci,Ultimate,lehaunts,Rob Gucci
TT 57 05   Synyster SoftAsSilque,Ultimate,Synyster,SoftAsSilque
TT 57 06   xane Lehaunts,Ultimate,xane,Lehaunts
TT 57 07   TheMitt86 froggie,Ultimate,TheMitt86,froggie
TT 57 08   Coda TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 57 09   Mangocopter R Squared,Guilty Gear: Strive,Mangocopter,R Squared
TT 57 10   Coda Supostus,Guilty Gear: Strive,Noel,Supostus
TT 57 11   Mangocopter Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 57 12   The Law Asylum,Guilty Gear: Strive,Meaty Behemy,Asylum
TT 57 13   Sente Wefran,Guilty Gear: Strive,Sente,Marnie
TT 57 14   The Law Supostus,Guilty Gear: Strive,Meaty Behemy,Supostus
TT 57 15   Sente Yemma,Guilty Gear: Strive,Sente,Yemma
TT 57 16   Coda Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 57 17   Sente Supostus,Guilty Gear: Strive,Sente,Supostus
TT 57 18   Supostus Mangocopter,Guilty Gear: Strive,Supostus,Mangocopter
TT 57 19   Coda Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 58 01   TheMitt86 The Zeedster,Ultimate,TheMitt86 The,Zeedster
TT 58 02   Poppi Alpha Isaiah,Ultimate,Poppi Alpha,Isaiah
TT 58 03   Voltz Rad,Ultimate,Voltz,Rad
TT 58 04   Pig Synyster,Ultimate,Pig,Synyster
TT 58 05   Ikemefuna Danlisto,Ultimate,Ikemefuna,Danlisto
TT 58 06   Kor Carls493,Ultimate,Kor,Carls493
TT 58 07   SoftAsSilque fourside,Ultimate,SoftAsSilque,fourside
TT 58 08   Coda Yemma,Guilty Gear: Strive,Noel,Yemma
TT 59 01   Archer Rob Gucci,Ultimate,Archer,Rob Gucci
TT 59 02   Ikemefuna Charles Poopydoodle,Ultimate,Ikemefuna,Charles Poopydoodle
TT 59 03   Charles Poopydoodle Pig,Ultimate,Charles Poopydoodle,Pig
TT 59 04   Weegee TheDame,Ultimate,Weegee,TheDame
TT 59 05   Archaic Crazerio,Ultimate,Archaic,Crazerio
TT 59 06   Carrot TheDame,Ultimate,Carrot,TheDame
TT 59 07   DaveBot Bunsy,Ultimate,DaveBot,Bunsy
TT 59 08   Charles Poopydoodle Kobomb,Ultimate,Charles Poopydoodle,Kobomb
TT 59 09   Mangocopter Joshua Supostus,Guilty Gear: Strive,Mangocopter,Supostus
TT 59 09   TheDame froggie,Ultimate,TheDame,froggie
TT 59 10   Coda Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 59 10   Pig fourside,Ultimate,Pig,fourside
TT 59 11   Sente jiji,Guilty Gear: Strive,Sente,jiji
TT 59 11   lehaunts Ikemefuna,Ultimate,lehaunts,Ikemefuna
TT 59 12   Naiya55 Yemma,Guilty Gear: Strive,Naiya55,Yemma
TT 59 12   SoftAsSilque Dizzy,Ultimate,SoftAsSilque,Dizzy
TT 59 13   Sente Kibotsu,Guilty Gear: Strive,Sente,Kibotsu
TT 59 13   Yemma jiji,Guilty Gear: Strive,Yemma,jiji
TT 59 14   Noel TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 59 14   Supostus Yemma,Guilty Gear: Strive,Supostus,Yemma
TT 59 15   Coda Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 59 15   Sente Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 59 16   Kibotsu Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 59 16   Noel Yemma,Guilty Gear: Strive,Noel,Yemma
TT 59 17   Kibotsu Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 59 17   Naiya55 TaishouNara,Guilty Gear: Strive,Naiya55,TaishouNara
TT 59 18   Kibotsu Coda,Guilty Gear: Strive,Kibotsu,Noel
TT 59 18   Wefran ala,Guilty Gear: Strive,Marnie,ala
TT 59 19   Sente TaishouNara,Guilty Gear: Strive,Sente,TaishouNara
TT 59 20   Wefran Yemma,Guilty Gear: Strive,Marnie,Yemma
TT 59 21   Noel Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 59 22   Sente Wefran,Guilty Gear: Strive,Sente,Marnie
TT 59 23   Noel Wefran,Guilty Gear: Strive,Noel,Marnie
TT 59 24   Noel Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 60 01   Everything Must Go vs Carrot,Ultimate,Everything Must Go,Carrot
TT 60 02   buh vs BLISS,Ultimate,mooni,BLISS
TT 60 03   Joy Boy vs Kobomb,Ultimate,Joy Boy,Kobomb
TT 60 04   3DS vs froggie,Ultimate,3DS,froggie
TT 60 05   Lombardi vs Schmlorp,Ultimate,Lombardi,Schmlorp
TT 60 06   chcrain vs Danlisto,Ultimate,chcrain,Danlisto
TT 60 07   BFP vs jt5565,Ultimate,BFP,jt5565
TT 60 08   Mag3r vs jiji,Guilty Gear: Strive,Mag3r,jiji
TT 60 09   Kibotsu vs Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 60 10   Mangocopter vs jiji,Guilty Gear: Strive,Mangocopter,jiji
TT 60 11   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 60 12   Wefran vs TaishouNara,Guilty Gear: Strive,Marnie,TaishouNara
TT 60 13   Noel vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 60 14   The Law vs Sente,Guilty Gear: Strive,Meaty Behemy,Sente
TT 60 15   Noel vs TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 60 16   Sente vs Yemma,Guilty Gear: Strive,Sente,Yemma
TT 60 17   Mangocopter vs Wefran,Guilty Gear: Strive,Mangocopter,Marnie
TT 60 18   Sente vs TaishouNara,Guilty Gear: Strive,Sente,TaishouNara
TT 60 19   Sente vs Wefran,Guilty Gear: Strive,Sente,Marnie
TT 60 20   Mangocopter vs Sente,Guilty Gear: Strive,Mangocopter,Sente
TT 61 01   TheDame vs VictoryStar,Ultimate,TheDame,VictoryStar
TT 61 02   lehaunts vs Intangible,Ultimate,lehaunts,Intangible
TT 61 03   Schmlorp vs Isaiah,Ultimate,Schmlorp,Isaiah
TT 61 04   Pig Danlisto,Ultimate,Pig,Danlisto
TT 61 05   Ikemefuna vs Kor,Ultimate,Ikemefuna,Kor
TT 61 06   ToastedArt vs XYK,Ultimate,ToastedArt,XYK
TT 61 07   Rob Gucci vs Intangible,Ultimate,Rob Gucci,Intangible
TT 61 08   Ikemefuna vs TaishouNara,Guilty Gear: Strive,Ikemefuna,TaishouNara
TT 61 09   Mx  Up vs thechallenger033,Guilty Gear: Strive,Mx  Up,Challenger33
TT 61 10   Noel vs R Squared,Guilty Gear: Strive,Noel,R Squared
TT 61 11   Yemma TaishouNara,Guilty Gear: Strive,Yemma,TaishouNara
TT 61 12   Sente vs Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 61 13   Noel vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 61 14   TaishouNara vs R Squared,Guilty Gear: Strive,TaishouNara,R Squared
TT 61 15   Naiya55 vs jiji,Guilty Gear: Strive,Naiya55,jiji
TT 61 16   R Squared vs Mangocopter,Guilty Gear: Strive,R Squared,Mangocopter
TT 61 17   Yemma vs jiji,Guilty Gear: Strive,Yemma,jiji
TT 61 18   Sente vs Noel,Guilty Gear: Strive,Sente,Noel
TT 61 19   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 61 20   Sente vs Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 61 21   Sente vs Noel,Guilty Gear: Strive,Sente,Noel
TT 62 01   Pure vs TheMitt86,Ultimate,Pure,TheMitt86
TT 62 02   VictoryStar vs Cake,Ultimate,VictoryStar,Cake
TT 62 03   lehaunts vs Schmlorp,Ultimate,lehaunts,Schmlorp
TT 62 04   Buckets vs Cake,Ultimate,Buckets,Cake
TT 62 05   SBTIX vs speB,Ultimate,SBTIX,speB
TT 62 06   buh vs Isaiah,Ultimate,mooni,Isaiah
TT 62 07   Kibotsu vs TaishouNara,Guilty Gear: Strive,Kibotsu,TaishouNara
TT 62 08   R Squared vs jiji,Guilty Gear: Strive,R Squared,jiji
TT 62 09   Sente vs Noel,Guilty Gear: Strive,Sente,Noel
TT 62 10   Mangocopter vs Kibotsu,Guilty Gear: Strive,Mangocopter,Kibotsu
TT 62 11   TaishouNara vs Meatcrab,Guilty Gear: Strive,TaishouNara,Meatcrab
TT 62 12   R Squared vs Mx  Up,Guilty Gear: Strive,R Squared,Mx  Up
TT 62 13   Sente vs TaishouNara,Guilty Gear: Strive,Sente,TaishouNara
TT 62 14   R Squared vs Kibotsu,Guilty Gear: Strive,R Squared,Kibotsu
TT 62 15   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 62 16   Sente vs Kibotsu,Guilty Gear: Strive,Sente,Kibotsu
TT 62 17   Sente vs Noel,Guilty Gear: Strive,Sente,Noel
TT 62 18   Mangocopter vs Noel,Guilty Gear: Strive,Mangocopter,Noel
TT 63 01   Mmeaninglessnamee vs Sente,Fantasy Strike,Mmeaninglessnamee,Sente
TT 63 02   Mangocopter vs ThereGoesMySanity,Fantasy Strike,Mangocopter,ThereGoesMySanity
TT 63 03   Mangocopter vs Mmeaninglessnamee,Fantasy Strike,Mangocopter,Mmeaninglessnamee
TT 63 04   Mangocopter vs Sente,Fantasy Strike,Mangocopter,Sente
TT 63 05   ThereGoesMySanity vs jiji,Guilty Gear: Strive,ThereGoesMySanity,jiji
TT 63 06   Sente vs The Law,Guilty Gear: Strive,Sente,Meaty Behemy
TT 63 07   R Squared vs Mangocopter,Guilty Gear: Strive,R Squared,Mangocopter
TT 63 08   Noel vs TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 63 09   ThereGoesMySanity vs Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 63 10   Sente vs Noel,Guilty Gear: Strive,Sente,Noel
TT 63 11   Mx  Up vs Naiya55,Guilty Gear: Strive,Mx  Up,Naiya55
TT 63 12   R Squared vs jiji,Guilty Gear: Strive,R Squared,jiji
TT 63 13   Mx  Up vs Mangocopter,Guilty Gear: Strive,Mx  Up,Mangocopter
TT 63 14   Sente vs R Squared,Guilty Gear: Strive,Sente,R Squared
TT 63 15   Noel vs ThereGoesMySanity,Guilty Gear: Strive,Noel,ThereGoesMySanity
TT 63 16   Mangocopter vs Sente,Guilty Gear: Strive,Mangocopter,Sente
TT 63 17   Mangocopter vs ThereGoesMySanity,Guilty Gear: Strive,Mangocopter,ThereGoesMySanity
TT 63 18   Mangocopter vs Noel,Guilty Gear: Strive,Mangocopter,Noel
TT 64 01   Nikkel vs Oddity,Ultimate,Nikkel,CallMeOddity
TT 64 02   Joe Yeet vs Isaiah,Ultimate,Joe_Yeet,Isaiah
TT 64 03   Lie Algebra Cow vs NatZelda,Ultimate,Lie Algebra Cow,NatZelda
TT 64 04   lehaunts vs Ikemefuna,Ultimate,lehaunts,Ikemefuna
TT 64 05   Wizard Guy vs BLISS,Ultimate,Wizard Guy,BLISS
TT 64 06   Isaiah vs NatZelda,Ultimate,Isaiah,NatZelda
TT 64 07   Yemma vs Wefran,Guilty Gear: Strive,Yemma,Marnie
TT 64 08   R Squared vs Mag3r,Guilty Gear: Strive,R Squared,Mag3r
TT 64 09   Sente vs Kibotsu,Guilty Gear: Strive,Sente,Kibotsu
TT 64 10   ThereGoesMySanity vs Wefran,Guilty Gear: Strive,ThereGoesMySanity,Marnie
TT 64 11   Asylum vs R Squared,Guilty Gear: Strive,Asylum,R Squared
TT 64 12   Naiya55 vs TaishouNara,Guilty Gear: Strive,Naiya55,TaishouNara
TT 64 13   R Squared vs Wefran,Guilty Gear: Strive,R Squared,Marnie
TT 64 14   Sente vs TaishouNara,Guilty Gear: Strive,Sente,TaishouNara
TT 64 15   ThereGoesMySanity vs Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 64 16   R Squared vs Sente,Guilty Gear: Strive,R Squared,Sente
TT 64 17   ThereGoesMySanity vs Sente,Guilty Gear: Strive,ThereGoesMySanity,Sente
TT 64 18   ThereGoesMySanity vs Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 65 01 SSBU   Joe Yeet vs NatZelda,Ultimate,Joe_Yeet,NatZelda
TT 65 02 SSBU   Archaic vs Isaiah,Ultimate,Archaic,Isaiah
TT 65 03 SSBU   Schmlorp vs VictoryStar,Ultimate,Schmlorp,VictoryStar
TT 65 04 SSBU   tenant vs Kobomb,Ultimate,tenant,Kobomb
TT 65 05 SSBU   BLISS vs Rob Gucci,Ultimate,BLISS,Rob Gucci
TT 65 06 SSBU   Mindset vs tenant,Ultimate,Mindset,tenant
TT 65 07 GGST   Mangocopter vs Naiya55,Guilty Gear: Strive,Mangocopter,Naiya55
TT 65 08 GGST   Wefran vs ThereGoesMySanity,Guilty Gear: Strive,Marnie,ThereGoesMySanity
TT 65 09 GGST   Sente vs Mangocopter,Guilty Gear: Strive,Sente,Mangocopter
TT 65 10 GGST   ThereGoesMySanity vs Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 65 11 GGST   TaishouNara vs Wefran,Guilty Gear: Strive,TaishouNara,Marnie
TT 65 12 GGST   Kibotsu vs Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 65 13 GGST   Sente vs Wefran,Guilty Gear: Strive,Sente,Marnie
TT 65 14 GGST   ThereGoesMySanity vs Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 65 15 GGST   Wefran vs Yemma,Guilty Gear: Strive,Marnie,Yemma
TT 65 16 GGST   Wefran vs Mangocopter,Guilty Gear: Strive,Marnie,Mangocopter
TT 65 17 GGST   Mangocopter vs ThereGoesMySanity,Guilty Gear: Strive,Mangocopter,ThereGoesMySanity
TT 66 01 SSBU   DaveBot vs Rad,Ultimate,DaveBot,Rad
TT 66 02 SSBU   VictoryStar vs jt5565,Ultimate,VictoryStar,jt5565
TT 66 03 SSBU   Ikemefuna vs Schmlorp,Ultimate,Ikemefuna,Schmlorp
TT 66 04 SSBU   ToastedArt vs fourside,Ultimate,ToastedArt,fourside
TT 66 05 SSBU   El Scorcho vs Rob Gucci,Ultimate,El Scorcho,Rob Gucci
TT 66 06 SSBU   XYK vs Carls493,Ultimate,XYK,Carls493
TT 66 07 GGST   The Law vs Yemma,Guilty Gear: Strive,Meaty Behemy,Yemma
TT 66 08 GGST   Sente vs Wefran,Guilty Gear: Strive,Sente,Marnie
